Step,Loss,success
0,1.9138892889022827,False
1,1.7807971239089966,False
2,1.6288871765136719,False
3,1.6452468633651733,False
4,1.5264679193496704,False
5,1.4846124649047852,False
6,1.449866771697998,True
7,1.3695319890975952,False
8,1.3935714960098267,True
9,1.3923014402389526,False
10,1.7637532949447632,False
11,1.629618763923645,False
12,1.4498621225357056,False
13,1.3727978467941284,False
14,1.5029785633087158,False
15,1.31292724609375,False
16,1.2464977502822876,False
17,1.2315332889556885,False
18,1.4452648162841797,False
19,1.2155922651290894,False
20,1.1931599378585815,False
21,1.1932764053344727,False
22,1.3851817846298218,True
23,1.5307916402816772,False
24,1.4760782718658447,False
25,1.3746906518936157,False
26,1.301095962524414,False
27,1.3102531433105469,False
28,1.291298747062683,False
29,1.2596783638000488,False
30,1.263237476348877,False
31,1.259931206703186,False
32,1.380127191543579,True
33,1.2298318147659302,False
34,1.2256754636764526,True
35,1.2563334703445435,False
36,1.2234907150268555,False
37,1.4188801050186157,False
38,1.2387868165969849,False
39,1.202042579650879,False
40,1.2540079355239868,False
41,1.2553845643997192,False
42,1.2162038087844849,False
43,1.2950773239135742,False
44,1.2273409366607666,False
45,1.2145164012908936,False
46,1.2145164012908936,False
47,1.2145164012908936,False
48,1.2145164012908936,False
49,1.2145164012908936,False
50,1.2145164012908936,False
51,1.2145164012908936,False
52,1.2145164012908936,False
53,1.2145164012908936,False
54,1.1702452898025513,False
55,1.122287631034851,False
56,1.102860927581787,False
57,1.1283618211746216,False
58,1.1283618211746216,False
59,1.0656688213348389,False
60,1.0656688213348389,False
61,1.0656688213348389,False
62,1.0656688213348389,False
63,1.0656688213348389,False
64,1.0656688213348389,False
65,1.0656688213348389,False
66,1.0656688213348389,False
67,1.0656688213348389,False
68,1.0656688213348389,False
69,1.0656688213348389,False
70,1.1258970499038696,False
71,1.1258970499038696,False
72,1.1534510850906372,False
73,1.3260830640792847,False
74,1.282674789428711,False
75,1.2470965385437012,True
76,1.2107155323028564,True
77,1.1224627494812012,False
78,1.1827924251556396,True
79,1.1938105821609497,True
80,1.233079433441162,True
81,1.2719447612762451,True
82,1.2221404314041138,True
83,1.2118346691131592,True
84,1.1837280988693237,True
85,1.1681053638458252,True
86,1.1012393236160278,True
87,1.0187515020370483,True
88,0.984399139881134,True
89,1.276129961013794,False
90,1.3450357913970947,False
91,1.1811285018920898,False
92,1.0843440294265747,True
93,1.0461230278015137,True
