Step,Loss,success
0,1.8884046077728271,False
1,1.5838069915771484,False
2,1.4776465892791748,False
3,1.4900423288345337,False
4,1.4316457509994507,False
5,1.6065120697021484,False
6,1.5143500566482544,False
7,1.4898521900177002,False
8,1.3948959112167358,False
9,1.295056939125061,False
10,1.5816600322723389,False
11,1.380555510520935,False
12,1.2861603498458862,False
13,1.2590776681900024,False
14,1.2409449815750122,False
15,1.179660439491272,False
16,1.0899317264556885,False
17,1.0916430950164795,False
18,1.0456044673919678,False
19,1.028735876083374,False
20,1.026055932044983,False
21,1.0580523014068604,False
22,1.054783582687378,False
23,1.0431183576583862,False
24,1.0093114376068115,False
25,1.0061912536621094,False
26,1.0080132484436035,False
27,0.9981590509414673,False
28,1.0145235061645508,False
29,1.026745080947876,False
30,1.0302525758743286,False
31,1.0092833042144775,False
32,1.010332703590393,False
33,1.0165138244628906,False
34,0.9097149968147278,False
35,0.9152846932411194,False
36,0.9017722606658936,False
37,0.9337061643600464,True
38,0.9529733061790466,True
39,0.9017781019210815,True
40,0.8752492070198059,True
41,0.8621058464050293,True
42,0.8389498591423035,True
43,0.8588554859161377,False
44,0.8634870052337646,False
45,0.8549848198890686,False
46,0.9273924231529236,False
47,0.900217592716217,False
48,0.8870242834091187,False
49,0.8569014072418213,False
50,0.8505792021751404,False
51,0.8115296363830566,True
52,0.8320911526679993,False
53,0.8028583526611328,False
54,0.8407844305038452,False
55,0.8114299774169922,False
56,0.8524028658866882,False
57,0.8479053378105164,False
58,0.8371924161911011,False
59,0.8195735812187195,False
60,0.8237510919570923,False
61,0.8191298246383667,False
62,0.8198466897010803,False
63,0.8213618397712708,False
64,0.8164175748825073,False
65,0.8017717599868774,False
66,0.8017717599868774,False
67,0.8109593391418457,False
68,0.8031173348426819,False
69,0.8185656666755676,False
70,0.8220171332359314,False
71,1.1111221313476562,False
72,1.0019614696502686,False
73,0.9771299958229065,False
74,0.9771299958229065,False
75,1.0289400815963745,False
76,1.194068431854248,False
77,1.0528147220611572,False
78,1.1815221309661865,False
79,1.1815221309661865,False
80,1.1815221309661865,False
81,1.2642796039581299,False
82,1.2642796039581299,False
83,1.2642796039581299,False
84,1.2642796039581299,False
85,1.2642796039581299,False
86,1.2642796039581299,False
87,1.2642796039581299,False
88,1.2642796039581299,False
89,1.2642796039581299,False
90,1.2642796039581299,False
91,1.2642796039581299,False
92,1.2642796039581299,False
93,1.2642796039581299,False
94,1.2642796039581299,False
95,1.2642796039581299,False
96,1.2642796039581299,False
97,1.2642796039581299,False
98,1.2642796039581299,False
99,1.2642796039581299,False
100,1.2642796039581299,False
101,1.2642796039581299,False
102,1.2642796039581299,False
103,1.2642796039581299,False
104,1.2642796039581299,False
105,1.2642796039581299,False
106,1.2642796039581299,False
107,1.2642796039581299,False
108,1.2642796039581299,False
109,1.2642796039581299,False
110,1.2642796039581299,False
111,1.2642796039581299,False
112,1.2642796039581299,False
113,1.2642796039581299,False
114,1.2642796039581299,False
115,1.2642796039581299,False
116,1.2642796039581299,False
117,1.2642796039581299,False
118,1.2642796039581299,False
119,1.2642796039581299,False
120,1.2642796039581299,False
121,1.2642796039581299,False
122,1.2642796039581299,False
123,1.2642796039581299,False
124,1.2642796039581299,False
125,1.2642796039581299,False
126,1.2642796039581299,False
127,1.2642796039581299,False
128,1.2642796039581299,False
129,1.2642796039581299,False
130,1.2642796039581299,False
131,1.2642796039581299,False
132,1.2642796039581299,False
133,1.2642796039581299,False
134,1.2642796039581299,False
135,1.2642796039581299,False
136,1.2642796039581299,False
137,1.2642796039581299,False
138,1.2642796039581299,False
139,1.2642796039581299,False
140,1.2642796039581299,False
141,1.2642796039581299,False
142,1.2642796039581299,False
143,1.2642796039581299,False
144,1.2642796039581299,False
145,1.2642796039581299,False
146,1.2642796039581299,False
147,1.2642796039581299,False
148,1.2642796039581299,False
149,1.2642796039581299,False
150,1.2642796039581299,False
151,1.2642796039581299,False
152,1.2642796039581299,False
153,1.2642796039581299,False
154,1.2642796039581299,False
155,1.2642796039581299,False
156,1.2642796039581299,False
157,1.2642796039581299,False
158,1.2642796039581299,False
159,1.2642796039581299,False
160,1.2642796039581299,False
161,1.2642796039581299,False
162,1.2642796039581299,False
163,1.2642796039581299,False
164,1.2642796039581299,False
165,1.2642796039581299,False
166,1.2642796039581299,False
167,1.2642796039581299,False
168,1.2642796039581299,False
169,1.2642796039581299,False
170,1.2642796039581299,False
171,1.2642796039581299,False
172,1.2642796039581299,False
173,1.2642796039581299,False
174,1.2642796039581299,False
175,1.2642796039581299,False
176,1.2642796039581299,False
177,1.2642796039581299,False
178,1.2642796039581299,False
179,1.2642796039581299,False
180,1.2642796039581299,False
181,1.2642796039581299,False
182,1.2642796039581299,False
183,1.2642796039581299,False
184,1.2642796039581299,False
185,1.2642796039581299,False
186,1.2642796039581299,False
187,1.2642796039581299,False
188,1.2642796039581299,False
189,1.2642796039581299,False
190,1.2642796039581299,False
191,1.2642796039581299,False
192,1.2642796039581299,False
193,1.2642796039581299,False
194,1.2642796039581299,False
195,1.2642796039581299,False
196,1.2642796039581299,False
197,1.2642796039581299,False
198,1.2642796039581299,False
199,1.2642796039581299,False
200,1.2642796039581299,False
201,1.2642796039581299,False
202,1.2642796039581299,False
203,1.2642796039581299,False
204,1.2642796039581299,False
205,1.2642796039581299,False
206,1.2642796039581299,False
207,1.2642796039581299,False
208,1.2642796039581299,False
209,1.2642796039581299,False
210,1.2642796039581299,False
211,1.2642796039581299,False
212,1.2642796039581299,False
213,1.2642796039581299,False
214,1.2642796039581299,False
215,1.2642796039581299,False
216,1.2642796039581299,False
217,1.2642796039581299,False
218,1.2642796039581299,False
219,1.2642796039581299,False
220,1.2642796039581299,False
221,1.2642796039581299,False
222,1.2642796039581299,False
223,1.2642796039581299,False
224,1.2642796039581299,False
225,1.2642796039581299,False
226,1.2642796039581299,False
227,1.2642796039581299,False
228,1.2642796039581299,False
229,1.2642796039581299,False
230,1.2642796039581299,False
231,1.2642796039581299,False
232,1.2642796039581299,False
233,1.2642796039581299,False
234,1.2642796039581299,False
235,1.2642796039581299,False
236,1.2642796039581299,False
237,1.2642796039581299,False
238,1.2642796039581299,False
239,1.2642796039581299,False
240,1.2642796039581299,False
241,1.2642796039581299,False
242,1.2642796039581299,False
243,1.2642796039581299,False
244,1.2642796039581299,False
245,1.2642796039581299,False
246,1.2642796039581299,False
247,1.2642796039581299,False
248,1.2642796039581299,False
249,1.2642796039581299,False
250,1.2642796039581299,False
251,1.2642796039581299,False
252,1.2642796039581299,False
253,1.2642796039581299,False
