Step,Loss
0,2.657766580581665
1,2.6113126277923584
2,2.2351112365722656
3,2.13432240486145
4,2.11533522605896
5,2.069305896759033
6,2.0434415340423584
7,2.0222785472869873
8,1.9968407154083252
9,1.9866008758544922
10,1.9659786224365234
11,1.962464690208435
12,1.9610986709594727
13,1.9457718133926392
14,1.9342354536056519
15,1.9342354536056519
16,1.9342354536056519
17,1.9317718744277954
18,1.9288519620895386
19,1.9186986684799194
20,1.8918319940567017
21,1.8895472288131714
22,1.8865362405776978
23,1.8850980997085571
24,1.864706039428711
25,1.864706039428711
26,1.864706039428711
27,1.856749415397644
28,1.852676272392273
29,1.8487564325332642
30,1.8334935903549194
31,1.8334935903549194
32,1.8334935903549194
33,1.8334935903549194
34,1.8333332538604736
35,1.8333332538604736
36,1.8333332538604736
37,1.8333332538604736
38,1.8333332538604736
39,1.8333332538604736
40,1.8333332538604736
41,1.8333332538604736
42,1.8318567276000977
43,1.8318567276000977
44,1.8318567276000977
45,1.8318567276000977
46,1.8309992551803589
47,1.8309992551803589
48,1.8309992551803589
49,1.8266136646270752
50,1.8266136646270752
51,1.8266136646270752
52,1.8266136646270752
53,1.8266136646270752
54,1.8266136646270752
55,1.8266136646270752
56,1.8246243000030518
57,1.8246243000030518
58,1.813195824623108
59,1.813195824623108
60,1.813195824623108
61,1.813195824623108
62,1.813195824623108
63,1.808750033378601
64,1.808750033378601
65,1.808750033378601
66,1.808750033378601
67,1.808750033378601
68,1.808750033378601
69,1.808750033378601
70,1.808750033378601
71,1.808750033378601
72,1.806942343711853
73,1.806942343711853
74,1.806942343711853
75,1.806942343711853
76,1.806942343711853
77,1.806942343711853
78,1.804852843284607
79,1.804852843284607
80,1.804852843284607
81,1.804852843284607
82,1.7958507537841797
83,1.7958507537841797
84,1.7958507537841797
85,1.7958507537841797
86,1.7958507537841797
87,1.7958507537841797
88,1.7958507537841797
89,1.7958507537841797
90,1.7958507537841797
91,1.7958507537841797
92,1.7958507537841797
93,1.7958507537841797
94,1.7958507537841797
95,1.7958507537841797
96,1.7918331623077393
97,1.7918331623077393
98,1.788356065750122
99,1.788356065750122
100,1.788356065750122
