Step,Loss
0,1.8153133392333984
1,1.6024773120880127
2,1.5075562000274658
3,1.541411280632019
4,1.5353012084960938
5,1.545318603515625
6,1.3931586742401123
7,1.336120843887329
8,1.3797070980072021
9,1.3257957696914673
10,1.2851145267486572
11,1.247921347618103
12,1.313413143157959
13,1.2856844663619995
14,1.2352263927459717
15,1.3750529289245605
16,1.3412809371948242
17,1.360987901687622
18,1.3908787965774536
19,1.3623400926589966
20,1.4000424146652222
21,1.3702236413955688
22,1.3424993753433228
23,1.3058347702026367
24,1.2898633480072021
25,1.2779536247253418
26,1.2490973472595215
27,1.3719700574874878
28,1.428523063659668
29,1.487673282623291
30,1.4446799755096436
31,1.4793107509613037
32,1.4677752256393433
33,1.4876315593719482
34,1.5887430906295776
35,1.5686529874801636
36,1.5605273246765137
37,1.5718542337417603
38,1.565247654914856
39,1.5620726346969604
40,1.638456106185913
41,1.638456106185913
42,1.638456106185913
43,1.638456106185913
44,1.638456106185913
45,1.638456106185913
46,1.5950770378112793
47,1.5625392198562622
48,1.595068097114563
49,1.5888381004333496
50,1.5888381004333496
51,1.591643214225769
52,1.591643214225769
53,1.591643214225769
54,1.591643214225769
55,1.591643214225769
56,1.5769493579864502
57,1.604121446609497
58,1.604121446609497
59,1.604121446609497
60,1.604121446609497
61,1.604121446609497
62,1.604121446609497
63,1.604121446609497
64,1.604121446609497
65,1.604121446609497
66,1.604121446609497
67,1.604121446609497
68,1.604121446609497
69,1.604121446609497
70,1.604121446609497
71,1.604121446609497
72,1.604121446609497
73,1.604121446609497
74,1.604121446609497
75,1.604121446609497
76,1.604121446609497
77,1.604121446609497
78,1.604121446609497
79,1.604121446609497
80,1.6255950927734375
81,1.6255950927734375
82,1.623655080795288
83,1.623655080795288
84,1.6151537895202637
85,1.5917774438858032
86,1.5144904851913452
87,1.4611566066741943
88,1.4480863809585571
89,1.4354015588760376
90,1.4370224475860596
91,1.4369527101516724
92,1.4376670122146606
93,1.4166098833084106
94,1.376631259918213
95,1.3907866477966309
96,1.3859992027282715
97,1.3598514795303345
98,1.3555196523666382
99,1.3548864126205444
100,1.3323251008987427
101,1.3323251008987427
102,1.2897928953170776
103,1.3080275058746338
104,1.2526378631591797
105,1.1690986156463623
106,1.1341958045959473
107,1.134564995765686
108,1.121667742729187
109,1.1264150142669678
110,1.1264150142669678
111,1.1232705116271973
112,1.1262110471725464
113,1.1041234731674194
114,1.1230860948562622
115,1.1055222749710083
116,1.108940839767456
117,1.0929152965545654
118,1.12119460105896
119,1.1338759660720825
120,1.0964524745941162
121,1.17738676071167
122,1.1416422128677368
123,1.375706434249878
124,1.3852183818817139
125,1.298113465309143
126,1.2813369035720825
127,1.2571940422058105
128,1.28700590133667
129,1.258859395980835
130,1.3636118173599243
131,1.3514151573181152
132,1.349776268005371
133,1.3077291250228882
134,1.3715095520019531
135,1.3178294897079468
136,1.3345425128936768
137,1.2484946250915527
138,1.3250632286071777
139,1.2961348295211792
140,1.3607436418533325
141,1.4130198955535889
142,1.2730333805084229
143,1.2192950248718262
144,1.186301827430725
145,1.181896448135376
146,1.2212227582931519
147,1.2434163093566895
148,1.2615971565246582
149,1.2162922620773315
150,1.1497961282730103
151,1.1786288022994995
152,1.19138765335083
153,1.2114380598068237
154,1.2033098936080933
155,1.3709968328475952
156,1.341658115386963
157,1.4631656408309937
158,1.5218745470046997
159,1.4652507305145264
160,1.4900223016738892
161,1.482522964477539
162,1.4329217672348022
163,1.3771026134490967
164,1.3773221969604492
165,1.405895709991455
166,1.3826913833618164
167,1.3720438480377197
168,1.3974918127059937
169,1.4052149057388306
170,1.395383596420288
171,1.436404824256897
172,1.3868845701217651
173,1.455703854560852
174,1.3962600231170654
175,1.443930745124817
176,1.3821107149124146
177,1.3452826738357544
178,1.3567808866500854
179,1.3246098756790161
180,1.3847171068191528
181,1.3631242513656616
182,1.4854400157928467
183,1.6208446025848389
184,1.5024440288543701
185,1.5201255083084106
186,1.4352771043777466
187,1.5782935619354248
188,1.4747323989868164
189,1.5321241617202759
190,1.5540484189987183
191,1.6513688564300537
192,1.6376605033874512
193,1.6066879034042358
194,1.5606272220611572
195,1.5159902572631836
196,1.5289701223373413
197,1.4634827375411987
198,1.549309492111206
199,1.517144799232483
200,1.4687519073486328
201,1.4793905019760132
202,1.4940910339355469
203,1.4286952018737793
204,1.3799887895584106
205,1.3797672986984253
206,1.3823974132537842
207,1.3771227598190308
208,1.2684662342071533
209,1.1712957620620728
210,1.1329718828201294
211,1.0943104028701782
212,1.0825964212417603
213,1.0825964212417603
214,1.0362852811813354
215,1.0169638395309448
216,1.22719144821167
217,1.3304418325424194
218,1.228329062461853
219,1.2473273277282715
220,1.207797884941101
221,1.1560757160186768
222,1.1272004842758179
223,1.1209861040115356
224,1.0890414714813232
225,1.120418906211853
226,1.2930210828781128
227,1.237604022026062
228,1.1911349296569824
229,1.1823840141296387
230,1.094553828239441
231,1.1285967826843262
232,1.1751803159713745
233,1.2189017534255981
234,1.1525284051895142
235,1.1850718259811401
236,1.2725036144256592
237,1.2279800176620483
238,1.2433642148971558
239,1.317633032798767
240,1.3686044216156006
241,1.4014837741851807
242,1.331352949142456
243,1.3701518774032593
244,1.2372666597366333
245,1.2840194702148438
246,1.298747181892395
247,1.202396273612976
248,1.375370740890503
249,1.3234248161315918
250,1.3717983961105347
251,1.3596187829971313
252,1.2708632946014404
253,1.3097031116485596
254,1.3838458061218262
255,1.4189552068710327
256,1.409769058227539
257,1.3667635917663574
258,1.4109727144241333
259,1.4050068855285645
260,1.4223192930221558
261,1.5226690769195557
262,1.4597457647323608
263,1.5128241777420044
264,1.481813669204712
265,1.481813669204712
266,1.481813669204712
267,1.481813669204712
268,1.481813669204712
269,1.481813669204712
270,1.481813669204712
271,1.481813669204712
272,1.481813669204712
273,1.481813669204712
274,1.5206366777420044
275,1.4601750373840332
276,1.4598349332809448
277,1.4669346809387207
278,1.4845967292785645
279,1.461298942565918
280,1.5592941045761108
281,1.5238869190216064
282,1.4647070169448853
283,1.5795093774795532
284,1.4526082277297974
285,1.4730490446090698
286,1.3879482746124268
287,1.4404973983764648
288,1.4898409843444824
289,1.4433261156082153
290,1.4144850969314575
291,1.4264535903930664
292,1.3857805728912354
293,1.4496060609817505
294,1.4022490978240967
295,1.3959563970565796
296,1.5037795305252075
297,1.4663735628128052
298,1.5333846807479858
299,1.4878543615341187
300,1.525666356086731
301,1.4963265657424927
302,1.5222511291503906
303,1.4011290073394775
304,1.371965765953064
305,1.425110101699829
306,1.4168778657913208
307,1.4603015184402466
308,1.5136703252792358
309,1.525589942932129
310,1.5344955921173096
311,1.4707683324813843
312,1.5652579069137573
313,1.4933468103408813
314,1.6055396795272827
315,1.5532405376434326
316,1.5453155040740967
317,1.512722373008728
318,1.6341090202331543
319,1.6306312084197998
320,1.4466251134872437
321,1.4352999925613403
322,1.4423339366912842
323,1.5063189268112183
324,1.4136494398117065
325,1.6592258214950562
326,1.6673237085342407
327,1.5958255529403687
328,1.6404742002487183
329,1.6404742002487183
330,1.6276421546936035
331,1.6276421546936035
332,1.5990313291549683
333,1.4873337745666504
334,1.3645490407943726
335,1.3645490407943726
336,1.3402200937271118
337,1.3319441080093384
338,1.3289533853530884
339,1.3355414867401123
340,1.281814455986023
341,1.2333258390426636
342,1.3481823205947876
343,1.2397027015686035
344,1.2730334997177124
345,1.28468918800354
346,1.2658860683441162
347,1.2094272375106812
348,1.2094272375106812
349,1.2202262878417969
350,1.2392950057983398
351,1.2481615543365479
352,1.2320977449417114
353,1.2600280046463013
354,1.2573175430297852
355,1.2423557043075562
356,1.2683502435684204
357,1.2198493480682373
358,1.2031971216201782
359,1.22126305103302
360,1.1622836589813232
361,1.145492672920227
362,1.107068419456482
363,1.031742811203003
364,0.9777870178222656
365,0.9713069796562195
366,0.9652072787284851
367,0.9567340016365051
368,0.9550430774688721
369,0.9285760521888733
370,0.9623218774795532
371,0.9326001405715942
372,0.9131078720092773
373,0.8776491284370422
374,0.7680850625038147
375,0.7680850625038147
376,0.7680850625038147
377,0.7680850625038147
378,0.7680850625038147
379,0.7680850625038147
380,0.7680850625038147
381,0.7642653584480286
382,0.7642653584480286
383,0.7642653584480286
384,0.7642653584480286
385,0.7642653584480286
386,0.7642653584480286
387,0.7380877733230591
388,0.8804448843002319
