Step,Loss,success
0,1.8360421657562256,False
1,1.758411169052124,False
2,1.7477327585220337,False
3,1.638681411743164,False
4,1.6004799604415894,False
5,1.6837886571884155,False
6,1.4794955253601074,False
7,1.3164092302322388,False
8,1.3304277658462524,False
9,1.2269951105117798,False
10,1.2216057777404785,False
11,1.1487406492233276,False
12,1.1376707553863525,False
13,1.1078131198883057,False
14,1.1104179620742798,False
15,1.0746171474456787,False
16,1.0600546598434448,False
17,1.087773323059082,False
18,1.1770617961883545,False
19,1.0743221044540405,True
20,1.1151683330535889,True
21,1.0675694942474365,True
22,1.0553683042526245,False
23,1.0511378049850464,True
24,1.060624361038208,True
25,1.0242607593536377,True
26,1.0217254161834717,True
27,1.0419578552246094,True
28,1.041731595993042,True
29,1.032511830329895,True
30,1.0687849521636963,False
31,1.0385569334030151,True
32,1.07338547706604,True
33,1.0550527572631836,True
34,1.0486526489257812,True
35,1.0367743968963623,True
36,1.0694767236709595,True
37,1.0595195293426514,True
38,1.056635856628418,True
39,1.0386908054351807,True
40,1.0369900465011597,True
41,1.0238711833953857,True
42,1.010848045349121,True
43,0.9821203947067261,True
44,1.0179975032806396,True
45,1.0064181089401245,True
46,1.0210261344909668,True
47,0.980839192867279,True
48,1.0055962800979614,True
49,0.9779442548751831,True
50,0.9824621081352234,True
51,0.9397662878036499,True
52,0.9670946002006531,True
53,0.9212062954902649,True
54,0.9393206834793091,True
55,0.9320662617683411,True
56,0.9405168294906616,True
57,0.9076498746871948,True
58,0.9418184161186218,True
59,0.9437018632888794,True
60,0.9389593005180359,True
61,0.9046177268028259,True
62,0.9447651505470276,True
63,0.9271145462989807,True
64,0.9411743879318237,True
65,0.9233860373497009,True
66,0.9283577799797058,True
67,0.9219716787338257,True
68,0.9208912253379822,True
69,0.9329894185066223,True
70,1.0240306854248047,True
71,1.0142067670822144,True
72,0.9309895038604736,True
73,0.9130441546440125,True
74,0.9373098015785217,True
75,0.9241941571235657,True
76,0.9112232327461243,True
77,0.8901600241661072,True
78,0.8817439079284668,True
79,0.8846226334571838,True
80,0.8559564352035522,True
81,0.8614445328712463,True
82,0.8634810447692871,True
83,0.8591533899307251,True
84,0.8365809321403503,True
85,0.8523334860801697,True
86,0.8762912154197693,True
87,0.8322749137878418,True
88,0.8756813406944275,True
89,0.9948360919952393,False
90,1.0315345525741577,False
91,0.9830415844917297,False
92,1.0308325290679932,False
93,0.9835050702095032,False
94,1.1079087257385254,False
95,1.0149286985397339,False
96,0.9833280444145203,False
97,0.9550561904907227,False
98,0.9550374746322632,False
99,0.9960914254188538,False
100,0.9552835822105408,False
